PREMISES_TYPE,DIVISION,OCC_HOUR,OFFENCE
Commercial,D52,2,Robbery - Business
Outside,D14,6,Robbery - Mugging
Outside,D51,5,Robbery - Mugging
Apartment,D31,15,Robbery - Mugging
Outside,D32,21,Robbery - Mugging
Commercial,D43,20,Robbery - Other
Outside,D32,21,Robbery - Other
Commercial,D32,5,Robbery - Mugging
Apartment,D55,0,Robbery - Mugging
Apartment,D31,23,Robbery - Delivery Person
Apartment,D54,21,Robbery - Home Invasion
Apartment,D54,21,Robbery - Home Invasion
Other,D52,18,Robbery - Taxi
Transit,D11,15,Robbery - Swarming
Transit,D11,15,Robbery - Swarming
Outside,D32,2,Robbery - Swarming
Outside,D32,2,Robbery - Swarming
Outside,D42,5,Robbery With Weapon
Commercial,D31,11,Robbery - Purse Snatch
Outside,D22,23,Robbery - Delivery Person
Commercial,D12,4,Robbery - Business
Outside,D54,15,Robbery - Mugging
Outside,D54,15,Robbery - Mugging
Outside,D54,19,Robbery - Mugging
Transit,D11,15,Robbery - Swarming
Commercial,D52,19,Robbery - Mugging
Commercial,D43,14,Robbery With Weapon
Transit,D11,15,Robbery - Swarming
Outside,D51,2,Robbery - Mugging
Transit,D11,15,Robbery - Swarming
Commercial,D41,1,Robbery - Business
Commercial,D11,16,Robbery - Business
Outside,D31,21,Robbery - Purse Snatch
Outside,D22,23,Robbery - Swarming
Apartment,D14,21,Robbery - Home Invasion
Commercial,D11,16,Robbery - Business
Commercial,D32,7,Robbery - Business
Commercial,D51,6,Robbery - Business
Commercial,D11,22,Robbery - Business
Outside,D32,21,Robbery - Other
Commercial,D11,11,Robbery - Business
Transit,D31,15,Robbery - Mugging
Commercial,D33,19,Robbery - Other
Commercial,D12,20,Robbery - Business
Outside,D31,14,Robbery - Mugging
Commercial,D43,20,Robbery - Business
Commercial,D12,20,Robbery With Weapon
Outside,D33,21,Robbery - Mugging
Transit,D14,11,Robbery - Mugging
Commercial,D33,19,Robbery - Mugging
Commercial,D33,19,Robbery - Mugging
Outside,D54,15,Robbery - Purse Snatch
Commercial,D43,20,Robbery - Business
Outside,D12,13,Robbery - Atm
Apartment,D51,3,Robbery - Home Invasion
Outside,D23,18,Robbery With Weapon
Outside,D23,18,Robbery With Weapon
Outside,D23,18,Robbery With Weapon
Outside,D23,14,Robbery - Vehicle Jacking
Outside,D32,15,Robbery With Weapon
Outside,D51,18,Robbery With Weapon
Commercial,D11,21,Robbery - Business
Commercial,D54,21,Robbery - Business
Transit,D43,3,Robbery With Weapon
Transit,D43,3,Robbery With Weapon
Apartment,D51,21,Robbery With Weapon
Outside,D23,17,Robbery With Weapon
Outside,D23,17,Robbery With Weapon
Outside,D23,18,Robbery With Weapon
Outside,D23,18,Robbery With Weapon
Outside,D51,10,Robbery - Swarming
Outside,D41,12,Robbery With Weapon
Other,D51,8,Robbery - Mugging
Commercial,D54,19,Robbery - Business
Transit,D14,19,Robbery With Weapon
Other,D41,16,Robbery - Business
Apartment,D23,0,Robbery - Other
Outside,D32,4,Robbery - Mugging
Outside,D43,16,Robbery - Mugging
Outside,D51,20,Robbery - Purse Snatch
Outside,D32,16,Robbery - Swarming
Outside,D43,18,Robbery - Mugging
Educational,D41,11,Robbery - Mugging
Outside,D31,12,Robbery - Mugging
Apartment,D23,2,Robbery - Other
House,D23,13,Robbery - Swarming
Outside,D31,12,Robbery - Swarming
Outside,D31,12,Robbery With Weapon
Transit,D12,4,Robbery - Business
Commercial,D53,16,Robbery - Financial Institute
Outside,D43,18,Robbery - Other
Outside,D11,15,Robbery - Mugging
Outside,D51,2,Robbery - Other
Other,D33,19,Robbery - Business
Outside,D31,18,Robbery - Swarming
Outside,D51,9,Robbery - Purse Snatch
Outside,D11,12,Robbery - Vehicle Jacking
Apartment,D13,12,Robbery - Home Invasion
Commercial,D23,21,Robbery - Mugging
Outside,D41,0,Robbery With Weapon
Outside,D31,0,Robbery - Mugging
Outside,D41,0,Robbery - Vehicle Jacking
Outside,D41,0,Robbery - Vehicle Jacking
Commercial,D53,4,Robbery - Business
Commercial,D23,16,Robbery - Purse Snatch
Commercial,D11,15,Robbery - Financial Institute
Apartment,D23,22,Robbery With Weapon
Commercial,D32,19,Robbery - Business
Outside,NSA,13,Robbery - Mugging
Commercial,D54,15,Robbery - Financial Institute
Commercial,D53,16,Robbery - Business
Commercial,D53,16,Robbery - Business
Outside,D42,3,Robbery - Delivery Person
Apartment,D52,4,Robbery - Mugging
Outside,D14,3,Robbery - Mugging
Outside,D51,2,Robbery - Mugging
Transit,D14,19,Robbery - Mugging
Commercial,NSA,5,Robbery - Business
Commercial,NSA,5,Robbery - Business
Commercial,D41,16,Robbery With Weapon
Commercial,D32,15,Robbery - Financial Institute
Outside,D52,4,Robbery - Mugging
Outside,D51,1,Robbery - Other
Outside,D51,16,Robbery With Weapon
Commercial,D13,23,Robbery - Business
Apartment,D32,22,Robbery - Home Invasion
Outside,D12,21,Robbery - Mugging
Apartment,D51,20,Robbery With Weapon
Commercial,D51,19,Robbery - Financial Institute
House,D42,15,Robbery With Weapon
Commercial,D55,17,Robbery - Business
Commercial,D41,11,Robbery - Business
Outside,D52,23,Robbery - Mugging
Commercial,D41,11,Robbery With Weapon
Commercial,D14,23,Robbery - Mugging
Outside,D32,20,Robbery - Swarming
Outside,D32,20,Robbery - Swarming
Outside,D23,18,Robbery - Mugging
Outside,D23,18,Robbery - Mugging
Commercial,D14,18,Robbery - Financial Institute
Outside,D52,14,Robbery - Swarming
Outside,D52,14,Robbery - Swarming
Commercial,D13,14,Robbery - Business
Outside,D42,14,Robbery - Mugging
Outside,D11,12,Robbery - Other
Outside,D51,22,Robbery - Other
Outside,D51,19,Robbery - Mugging
Commercial,D32,22,Robbery - Other
Commercial,D52,3,Robbery - Business
Other,D52,10,Robbery - Mugging
Commercial,D14,18,Robbery - Financial Institute
Outside,D33,19,Robbery - Mugging
Outside,D33,19,Robbery - Mugging
Commercial,D42,17,Robbery - Business
Outside,D51,18,Robbery - Mugging
Commercial,D52,3,Robbery - Business
Outside,D51,13,Robbery - Mugging
Outside,D52,1,Robbery - Other
Apartment,D54,6,Robbery - Other
Commercial,D31,22,Robbery - Business
Outside,D51,23,Robbery - Mugging
Outside,D51,23,Robbery - Mugging
House,D42,18,Robbery With Weapon
Outside,D54,17,Robbery - Mugging
Commercial,D51,17,Robbery - Other
Outside,D42,17,Robbery With Weapon
Outside,D42,17,Robbery With Weapon
Apartment,D43,14,Robbery - Delivery Person
Outside,D11,15,Robbery - Mugging
Outside,D51,15,Robbery - Mugging
Commercial,D22,20,Robbery - Business
Outside,D43,19,Robbery With Weapon
Commercial,D22,18,Robbery - Financial Institute
Commercial,D51,13,Robbery - Business
Outside,D22,11,Robbery - Mugging
Commercial,D32,20,Robbery - Business
Commercial,D14,23,Robbery - Business
Outside,D22,11,Robbery - Mugging
Commercial,D22,20,Robbery - Business
Commercial,D14,19,Robbery - Business
Commercial,D52,17,Robbery - Business
Commercial,D22,20,Robbery - Business
Outside,D42,18,Robbery - Purse Snatch
Commercial,D51,13,Robbery - Business
Outside,D22,11,Robbery - Mugging
Commercial,D52,17,Robbery - Financial Institute
Commercial,D23,12,Robbery - Financial Institute
Outside,D31,14,Robbery - Purse Snatch
Outside,D51,14,Robbery - Mugging
Commercial,D55,11,Robbery - Financial Institute
Apartment,D11,4,Robbery - Home Invasion
Outside,D43,2,Robbery - Taxi
Commercial,D11,9,Robbery - Business
Outside,D54,12,Robbery - Other
Commercial,D51,17,Robbery - Business
Outside,D54,12,Robbery - Mugging
Outside,D12,22,Robbery - Mugging
Outside,D23,20,Robbery With Weapon
Commercial,D51,17,Robbery With Weapon
Outside,D51,3,Robbery - Mugging
Outside,D11,21,Robbery - Swarming
Commercial,D14,20,Robbery - Business
Outside,D31,19,Robbery - Mugging
Outside,D41,18,Robbery - Mugging
Commercial,D13,20,Robbery - Business
Commercial,D13,19,Robbery - Business
Outside,D31,19,Robbery - Swarming
Commercial,D14,20,Robbery - Business
Apartment,D33,21,Robbery With Weapon
Outside,D31,19,Robbery - Purse Snatch
Outside,D31,19,Robbery - Mugging
Commercial,D11,13,Robbery - Business
Commercial,D14,18,Robbery - Business
Commercial,D51,11,Robbery - Financial Institute
Commercial,D22,14,Robbery - Financial Institute
Outside,D32,2,Robbery - Purse Snatch
Commercial,D13,16,Robbery - Financial Institute
Outside,D32,20,Robbery - Mugging
Commercial,D14,17,Robbery - Business
Outside,D43,22,Robbery With Weapon
Outside,D41,13,Robbery - Mugging
Apartment,D54,1,Robbery - Home Invasion
Outside,D55,0,Robbery - Mugging
Outside,D14,3,Robbery - Purse Snatch
Apartment,D54,1,Robbery - Other
Outside,D33,11,Robbery - Mugging
Outside,D11,13,Robbery - Other
Commercial,D52,14,Robbery - Other
Commercial,D53,15,Robbery - Financial Institute
Outside,D31,16,Robbery - Mugging
Outside,D31,15,Robbery - Swarming
Outside,D41,13,Robbery - Mugging
Transit,D41,21,Robbery - Mugging
Commercial,D32,21,Robbery - Swarming
Outside,D43,21,Robbery - Mugging
Outside,D51,22,Robbery - Other
Commercial,D53,3,Robbery - Business
Outside,D13,18,Robbery - Vehicle Jacking
Commercial,D31,21,Robbery - Business
Commercial,D43,11,Robbery - Business
Commercial,D55,19,Robbery - Business
Outside,D42,20,Robbery - Mugging
Commercial,D41,22,Robbery - Business
Commercial,D41,22,Robbery - Business
Commercial,D42,15,Robbery - Financial Institute
Commercial,D14,20,Robbery - Business
Outside,D13,15,Robbery - Mugging
Outside,D13,15,Robbery - Mugging
Apartment,D51,16,Robbery - Other
Outside,D51,19,Robbery - Other
Commercial,D23,4,Robbery - Business
Outside,D41,18,Robbery - Mugging
Outside,D43,20,Robbery - Mugging
Outside,D41,18,Robbery - Purse Snatch
Outside,D51,19,Robbery - Mugging
Commercial,D52,0,Robbery - Business
Commercial,D13,14,Robbery - Financial Institute
Commercial,D52,23,Robbery - Other
Commercial,D23,22,Robbery - Business
Apartment,D53,20,Robbery - Other
Outside,D51,20,Robbery - Mugging
Outside,D42,20,Robbery - Mugging
Outside,D42,21,Robbery - Mugging
Outside,D41,18,Robbery - Swarming
Outside,D43,1,Robbery - Mugging
Commercial,D32,17,Robbery - Financial Institute
Outside,D32,0,Robbery - Purse Snatch
Outside,D42,15,Robbery - Swarming
Outside,D43,15,Robbery - Mugging
Other,D14,15,Robbery - Business
Transit,D31,22,Robbery - Other
Outside,D54,19,Robbery - Mugging
Outside,D42,20,Robbery With Weapon
Apartment,D54,16,Robbery - Mugging
Apartment,D54,16,Robbery - Mugging
Apartment,D55,12,Robbery With Weapon
Transit,D31,22,Robbery - Mugging
Outside,NSA,18,Robbery - Mugging
Outside,D54,19,Robbery - Mugging
Outside,D53,23,Robbery - Mugging
Commercial,D51,4,Robbery With Weapon
Outside,D51,7,Robbery - Mugging
Outside,D55,8,Robbery - Mugging
Commercial,D51,4,Robbery - Business
Outside,D51,7,Robbery - Other
Outside,D54,19,Robbery - Mugging
Outside,D54,19,Robbery - Mugging
Outside,D43,19,Robbery - Mugging
Outside,D31,19,Robbery - Purse Snatch
Outside,D13,20,Robbery - Mugging
Outside,D13,20,Robbery - Purse Snatch
Apartment,NSA,11,Robbery - Mugging
Outside,D13,20,Robbery - Purse Snatch
Outside,D11,21,Robbery - Mugging
Commercial,D32,19,Robbery - Swarming
Outside,D33,23,Robbery - Mugging
Apartment,D32,2,Robbery - Delivery Person
Outside,D41,2,Robbery - Mugging
Outside,D51,14,Robbery - Mugging
Commercial,D55,15,Robbery - Business
Outside,D54,0,Robbery With Weapon
Commercial,D23,13,Robbery - Financial Institute
Outside,D53,14,Robbery With Weapon
Apartment,D55,23,Robbery - Other
Apartment,D55,23,Robbery - Home Invasion
Other,D42,17,Robbery - Mugging
Other,D32,19,Robbery With Weapon
Commercial,D22,18,Robbery - Mugging
Outside,D23,3,Robbery - Other
Transit,D13,17,Robbery - Swarming
Transit,D13,17,Robbery - Swarming
Outside,D32,19,Robbery - Mugging
Outside,D31,14,Robbery With Weapon
Outside,D23,3,Robbery With Weapon
Commercial,D52,10,Robbery - Financial Institute
Other,D42,14,Robbery With Weapon
Other,D42,14,Robbery - Business
Commercial,D52,10,Robbery - Swarming
Apartment,D14,3,Robbery With Weapon
Commercial,D32,21,Robbery - Business
Outside,D51,0,Robbery - Mugging
Outside,D32,2,Robbery - Mugging
Apartment,D14,3,Robbery - Other
Commercial,D51,18,Robbery - Business
Outside,D33,19,Robbery - Other
Transit,NSA,16,Robbery - Mugging
Outside,D53,18,Robbery - Swarming
Commercial,D43,13,Robbery - Mugging
Outside,D43,12,Robbery - Purse Snatch
Outside,D55,6,Robbery With Weapon
Outside,D55,6,Robbery With Weapon
Outside,D32,21,Robbery - Delivery Person
Outside,D14,17,Robbery - Purse Snatch
Outside,D31,11,Robbery With Weapon
Outside,D53,16,Robbery - Other
Outside,D32,14,Robbery - Other
Outside,D14,17,Robbery - Mugging
Outside,D31,11,Robbery - Mugging
Outside,D55,12,Robbery - Other
Outside,D53,13,Robbery - Other
Apartment,D51,22,Robbery - Mugging
Outside,D32,13,Robbery - Swarming
Commercial,D31,11,Robbery - Business
Commercial,D31,11,Robbery - Business
Commercial,D31,13,Robbery - Business
Commercial,D22,15,Robbery - Financial Institute
Commercial,D55,7,Robbery - Purse Snatch
Outside,D51,2,Robbery - Mugging
Outside,D23,19,Robbery - Mugging
Commercial,D14,1,Robbery - Other
Outside,D32,16,Robbery - Swarming
Commercial,D52,15,Robbery - Business
Commercial,D14,1,Robbery - Purse Snatch
Commercial,D52,15,Robbery - Business
Outside,D41,14,Robbery - Other
Commercial,D51,2,Robbery - Mugging
Outside,D11,3,Robbery - Mugging
Commercial,D51,12,Robbery - Business
Transit,D54,13,Robbery - Mugging
Outside,D41,14,Robbery - Purse Snatch
Transit,D32,17,Robbery With Weapon
Commercial,D23,19,Robbery - Business
Outside,D43,3,Robbery - Mugging
Commercial,D14,1,Robbery - Other
Commercial,D14,1,Robbery - Mugging
Commercial,D14,1,Robbery - Mugging
Transit,D32,2,Robbery - Swarming
Outside,D32,22,Robbery - Mugging
Transit,D22,21,Robbery - Other
Outside,D33,1,Robbery With Weapon
Outside,D42,1,Robbery With Weapon
Outside,D42,1,Robbery With Weapon
Outside,D32,20,Robbery - Mugging
Commercial,D43,9,Robbery - Business
Commercial,D52,0,Robbery - Business
Commercial,D53,14,Robbery - Financial Institute
Outside,D42,20,Robbery - Mugging
Outside,D32,22,Robbery With Weapon
Outside,D55,22,Robbery - Swarming
Outside,D32,22,Robbery With Weapon
Commercial,NSA,12,Robbery - Financial Institute
Outside,D11,1,Robbery With Weapon
Apartment,D55,21,Robbery - Other
Outside,D23,23,Robbery - Mugging
Commercial,D14,12,Robbery - Financial Institute
Commercial,D53,16,Robbery - Other
Outside,D51,19,Robbery With Weapon
Outside,D31,19,Robbery - Swarming
Commercial,D13,23,Robbery - Vehicle Jacking
Commercial,D52,12,Robbery - Financial Institute
Other,D51,16,Robbery - Mugging
Outside,D12,23,Robbery With Weapon
Commercial,D22,17,Robbery - Financial Institute
Outside,D42,18,Robbery - Mugging
Outside,D33,21,Robbery With Weapon
Other,D41,16,Robbery - Business
Outside,D42,18,Robbery - Mugging
Outside,D14,16,Robbery - Swarming
Commercial,D53,16,Robbery - Mugging
Outside,NSA,21,Robbery - Swarming
Outside,NSA,20,Robbery With Weapon
Outside,D41,17,Robbery With Weapon
Apartment,D54,14,Robbery - Mugging
Transit,D32,19,Robbery - Mugging
Outside,D31,18,Robbery - Vehicle Jacking
Outside,D31,18,Robbery - Vehicle Jacking
Outside,D31,18,Robbery - Vehicle Jacking
Apartment,D54,14,Robbery - Armoured Car
Outside,D53,18,Robbery - Purse Snatch
Outside,D32,1,Robbery With Weapon
Commercial,D14,4,Robbery - Business
Outside,D51,8,Robbery - Mugging
Outside,D51,8,Robbery - Mugging
Commercial,D32,11,Robbery - Financial Institute
Commercial,D32,12,Robbery - Mugging
Outside,D12,14,Robbery - Swarming
Outside,D42,17,Robbery With Weapon
Commercial,D13,17,Robbery - Financial Institute
Commercial,D13,17,Robbery - Financial Institute
Commercial,D55,10,Robbery - Financial Institute
Commercial,NSA,23,Robbery - Business
Commercial,D14,11,Robbery - Financial Institute
Commercial,D41,15,Robbery - Financial Institute
Commercial,D41,16,Robbery - Business
Outside,D13,23,Robbery - Vehicle Jacking
Commercial,D41,19,Robbery - Business
Outside,D14,22,Robbery With Weapon
Outside,D52,22,Robbery - Mugging
Outside,D52,22,Robbery - Mugging
Commercial,D41,19,Robbery - Business
Outside,D52,22,Robbery - Mugging
Outside,D13,23,Robbery - Vehicle Jacking
Outside,D32,0,Robbery With Weapon
House,D42,1,Robbery - Home Invasion
Commercial,D33,2,Robbery - Other
House,D42,1,Robbery - Home Invasion
House,D42,1,Robbery - Home Invasion
Outside,D14,3,Robbery - Other
Outside,D14,3,Robbery - Other
Outside,D51,15,Robbery - Mugging
Commercial,D55,17,Robbery - Business
Outside,D42,19,Robbery - Mugging
Outside,D32,22,Robbery - Swarming
Commercial,D33,2,Robbery - Business
Outside,D22,16,Robbery - Swarming
Outside,D22,21,Robbery - Mugging
Commercial,D33,16,Robbery - Financial Institute
Commercial,D51,20,Robbery - Business
Outside,D52,19,Robbery - Swarming
Outside,D12,14,Robbery - Other
Educational,D43,15,Robbery - Other
Outside,D22,4,Robbery - Taxi
Outside,D43,1,Robbery - Mugging
Outside,D41,1,Robbery - Taxi
Outside,D42,22,Robbery - Mugging
Outside,D51,21,Robbery - Mugging
Outside,D51,23,Robbery - Mugging
Outside,D51,1,Robbery - Mugging
Outside,D32,1,Robbery With Weapon
Commercial,D11,2,Robbery With Weapon
Commercial,D11,16,Robbery - Financial Institute
Commercial,D42,15,Robbery - Financial Institute
Commercial,D11,2,Robbery - Business
Outside,D31,18,Robbery - Mugging
Commercial,D22,18,Robbery - Financial Institute
Outside,D54,22,Robbery With Weapon
Commercial,D55,22,Robbery - Business
Outside,D54,22,Robbery - Vehicle Jacking
Commercial,D55,22,Robbery With Weapon
Outside,D43,10,Robbery - Purse Snatch
Commercial,D31,22,Robbery - Business
Commercial,D53,16,Robbery - Business
Outside,D55,21,Robbery - Taxi
Outside,D23,7,Robbery With Weapon
Commercial,D53,16,Robbery With Weapon
Outside,D42,21,Robbery With Weapon
Apartment,D41,20,Robbery - Other
Apartment,D52,1,Robbery - Mugging
Commercial,D43,17,Robbery - Purse Snatch
Commercial,D42,11,Robbery - Mugging
Commercial,D43,15,Robbery - Business
Outside,D52,3,Robbery With Weapon
Commercial,D51,21,Robbery - Other
Commercial,D51,21,Robbery - Other
Commercial,D41,16,Robbery - Business
Outside,D14,16,Robbery - Mugging
Outside,D23,12,Robbery With Weapon
Outside,D23,12,Robbery With Weapon
Outside,D51,3,Robbery With Weapon
Outside,D52,3,Robbery - Mugging
Outside,D51,0,Robbery - Mugging
Commercial,D23,6,Robbery - Business
Commercial,D42,22,Robbery - Business
Outside,D32,23,Robbery - Swarming
Commercial,D42,22,Robbery - Business
Commercial,D31,5,Robbery - Business
Commercial,D14,0,Robbery With Weapon
Commercial,D52,1,Robbery - Other
Outside,D43,20,Robbery - Mugging
Commercial,D41,14,Robbery - Business
Commercial,D13,20,Robbery - Business
Commercial,D13,20,Robbery - Business
Commercial,D13,20,Robbery - Business
Commercial,D41,14,Robbery With Weapon
Other,D43,14,Robbery - Swarming
Commercial,D11,16,Robbery - Financial Institute
Commercial,D11,16,Robbery - Business
Outside,D53,19,Robbery - Mugging
Outside,D31,21,Robbery - Mugging
Apartment,D13,22,Robbery - Swarming
Apartment,D13,22,Robbery - Swarming
Outside,D14,23,Robbery - Mugging
Outside,D22,2,Robbery - Vehicle Jacking
Outside,D14,14,Robbery - Taxi
Outside,D14,14,Robbery - Mugging
Transit,D32,17,Robbery - Swarming
Outside,D32,17,Robbery With Weapon
Outside,D32,17,Robbery With Weapon
Outside,D43,21,Robbery With Weapon
Outside,D43,21,Robbery With Weapon
Outside,D43,21,Robbery With Weapon
Transit,D13,20,Robbery - Other
Outside,D42,19,Robbery With Weapon
Outside,D14,16,Robbery - Mugging
Outside,D41,10,Robbery - Mugging
Outside,D12,11,Robbery - Mugging
Apartment,D43,12,Robbery With Weapon
Outside,D55,12,Robbery With Weapon
Apartment,D43,12,Robbery With Weapon
Commercial,D41,1,Robbery - Business
Outside,D31,18,Robbery - Mugging
Outside,D42,19,Robbery - Mugging
Outside,D14,16,Robbery - Mugging
Educational,D51,13,Robbery With Weapon
Outside,D14,16,Robbery - Mugging
Outside,D23,16,Robbery - Mugging
Commercial,D51,20,Robbery With Weapon
Commercial,D43,19,Robbery - Business
Outside,D42,18,Robbery - Mugging
Transit,D41,18,Robbery With Weapon
Outside,D55,21,Robbery - Mugging
Commercial,D43,16,Robbery - Business
Outside,D52,21,Robbery - Swarming
Outside,D31,20,Robbery - Swarming
Commercial,D13,15,Robbery - Business
Outside,D31,1,Robbery - Swarming
Outside,D22,0,Robbery - Purse Snatch
Commercial,D31,11,Robbery - Financial Institute
Commercial,D31,11,Robbery - Financial Institute
Commercial,D52,12,Robbery - Financial Institute
Outside,D53,14,Robbery - Swarming
Outside,D11,14,Robbery - Mugging
Outside,D14,13,Robbery - Other
Other,D42,14,Robbery - Business
Commercial,D33,20,Robbery - Business
Apartment,D51,20,Robbery - Other
Outside,D42,19,Robbery - Mugging
Commercial,D11,2,Robbery - Business
Apartment,D51,20,Robbery With Weapon
Apartment,D41,4,Robbery - Mugging
Commercial,D51,4,Robbery - Other
Outside,D11,12,Robbery - Mugging
Outside,D11,12,Robbery - Mugging
Commercial,D33,20,Robbery With Weapon
Outside,D12,13,Robbery - Other
Outside,D23,17,Robbery - Mugging
Commercial,D41,15,Robbery - Other
House,D23,19,Robbery - Other
Outside,D52,21,Robbery With Weapon
Outside,D31,21,Robbery - Mugging
Outside,D53,23,Robbery - Other
Outside,D53,23,Robbery - Other
Commercial,D23,22,Robbery - Business
Commercial,D31,9,Robbery - Business
Commercial,D12,14,Robbery - Financial Institute
Other,D23,21,Robbery - Business
Outside,D14,3,Robbery - Mugging
Other,D42,7,Robbery - Other
Outside,D51,0,Robbery - Mugging
House,D22,14,Robbery With Weapon
Outside,D54,22,Robbery - Other
Outside,D54,22,Robbery - Other
Outside,D22,20,Robbery - Mugging
Commercial,D23,14,Robbery - Financial Institute
Commercial,D23,22,Robbery - Business
Outside,NSA,22,Robbery - Financial Institute
Educational,D31,16,Robbery With Weapon
Outside,D11,15,Robbery - Purse Snatch
House,D12,13,Robbery - Home Invasion
Commercial,D51,15,Robbery - Mugging
Outside,D51,19,Robbery - Other
Commercial,D43,16,Robbery - Business
Other,D12,3,Robbery - Mugging
Educational,D31,15,Robbery - Swarming
Commercial,D33,17,Robbery - Other
Outside,D22,19,Robbery - Mugging
Outside,D31,21,Robbery - Mugging
Commercial,D31,20,Robbery - Business
Outside,D31,21,Robbery - Mugging
Outside,D32,22,Robbery With Weapon
Outside,D42,18,Robbery - Mugging
Outside,D51,16,Robbery - Mugging
Outside,D41,17,Robbery - Mugging
Commercial,NSA,21,Robbery - Business
Apartment,D51,19,Robbery - Mugging
Apartment,D51,15,Robbery - Mugging
Apartment,D31,21,Robbery - Delivery Person
Commercial,D53,16,Robbery - Other
Outside,D31,17,Robbery - Mugging
Commercial,NSA,22,Robbery - Business
Outside,NSA,19,Robbery With Weapon
Commercial,D55,23,Robbery - Business
Outside,D31,17,Robbery - Swarming
Outside,D53,2,Robbery - Mugging
Outside,D42,18,Robbery - Other
Outside,D51,16,Robbery - Other
Commercial,D41,14,Robbery With Weapon
Commercial,D41,14,Robbery - Business
Outside,D42,20,Robbery - Purse Snatch
Outside,D51,2,Robbery - Taxi
Outside,D55,11,Robbery - Other
Other,D42,15,Robbery - Business
Outside,D42,20,Robbery - Mugging
Outside,D51,10,Robbery With Weapon
Apartment,D55,5,Robbery - Home Invasion
Outside,D13,5,Robbery - Mugging
Outside,D51,11,Robbery - Mugging
Outside,D32,21,Robbery With Weapon
Educational,D51,14,Robbery - Purse Snatch
Outside,D13,5,Robbery With Weapon
Commercial,D51,20,Robbery - Business
Outside,D22,6,Robbery - Purse Snatch
Outside,D33,12,Robbery - Mugging
Transit,D11,17,Robbery - Mugging
Outside,D51,4,Robbery - Mugging
Outside,D32,0,Robbery - Mugging
Transit,D51,18,Robbery - Mugging
Commercial,D12,23,Robbery - Business
Commercial,D42,16,Robbery - Other
Apartment,D52,12,Robbery - Home Invasion
Commercial,D22,10,Robbery - Business
Commercial,D12,16,Robbery - Financial Institute
Commercial,D12,16,Robbery - Financial Institute
Commercial,D31,23,Robbery - Business
Apartment,D53,11,Robbery - Home Invasion
Commercial,D22,10,Robbery With Weapon
Commercial,D22,10,Robbery With Weapon
House,D41,21,Robbery - Other
Other,D51,19,Robbery - Business
Other,D51,19,Robbery - Business
Commercial,D42,18,Robbery With Weapon
Commercial,D42,18,Robbery With Weapon
Outside,D43,17,Robbery - Purse Snatch
Commercial,D12,16,Robbery - Business
Outside,D32,22,Robbery With Weapon
Outside,D32,22,Robbery With Weapon
Outside,D32,22,Robbery With Weapon
Commercial,D12,16,Robbery - Business
Other,D42,17,Robbery - Business
Other,D42,17,Robbery - Business
Outside,D42,19,Robbery - Mugging
Outside,D22,21,Robbery - Delivery Person
Commercial,D32,15,Robbery - Business
Outside,D11,3,Robbery - Mugging
Outside,D43,20,Robbery With Weapon
Outside,D12,22,Robbery With Weapon
Outside,D12,22,Robbery With Weapon
Commercial,D12,14,Robbery - Business
Outside,D23,20,Robbery With Weapon
Outside,D23,20,Robbery With Weapon
Transit,D12,18,Robbery With Weapon
Commercial,D22,12,Robbery - Business
Commercial,D14,14,Robbery - Financial Institute
Outside,D31,12,Robbery - Swarming
Outside,D42,16,Robbery - Mugging
Outside,D43,20,Robbery With Weapon
Outside,D41,18,Robbery - Other
Commercial,D23,8,Robbery - Business
Commercial,D23,9,Robbery - Business
Outside,D42,20,Robbery With Weapon
Commercial,D52,21,Robbery - Business
Commercial,D32,16,Robbery - Mugging
Commercial,D14,21,Robbery - Business
Outside,D51,20,Robbery - Mugging
Outside,D51,20,Robbery With Weapon
Outside,D51,22,Robbery - Other
Apartment,D52,22,Robbery - Home Invasion
Apartment,D52,22,Robbery - Home Invasion
Apartment,D52,22,Robbery - Home Invasion
Outside,D14,2,Robbery - Mugging
Apartment,D22,14,Robbery - Mugging
Outside,D31,15,Robbery - Swarming
Outside,D51,20,Robbery - Mugging
Outside,D31,1,Robbery - Swarming
Commercial,NSA,21,Robbery - Business
Educational,D14,13,Robbery With Weapon
Commercial,D14,12,Robbery - Financial Institute
Educational,D43,15,Robbery - Swarming
Transit,D54,15,Robbery - Other
Commercial,NSA,21,Robbery - Business
Outside,D41,18,Robbery - Other
Apartment,D31,13,Robbery - Home Invasion
Outside,D11,15,Robbery - Other
Outside,D31,15,Robbery - Mugging
Outside,D14,9,Robbery - Mugging
House,D54,16,Robbery - Other
Outside,D53,16,Robbery - Mugging
Apartment,D22,12,Robbery With Weapon
Outside,D41,20,Robbery - Swarming
Outside,D41,20,Robbery - Swarming
Outside,D42,20,Robbery - Mugging
Outside,D42,20,Robbery - Mugging
Apartment,D41,18,Robbery - Mugging
Outside,D23,21,Robbery With Weapon
Transit,D51,22,Robbery - Other
Outside,D12,15,Robbery - Mugging
Commercial,D23,2,Robbery - Business
Other,NSA,16,Robbery - Business
Commercial,D12,9,Robbery - Financial Institute
Outside,D12,16,Robbery With Weapon
Outside,D53,15,Robbery - Mugging
Outside,D53,16,Robbery - Mugging
Outside,D53,16,Robbery - Mugging
Outside,D53,16,Robbery - Mugging
Outside,D31,17,Robbery - Mugging
Other,D43,20,Robbery - Business
Commercial,D13,19,Robbery - Financial Institute
